Season	SecCode	Kc_PS	Kc_sum	Min_sum	Min_med	Min_avg	Kc_med	Kc_avg	Tr_cnt	PS_ZPS	TYPZONY	KOD_ZSJ
P00-202001	P2-0375	1794	64601	289669	60	168	30	38	1720	36	2	127221
P00-202001	P2-0340	29	2655	2655	60	51	60	51	52	91	1	127281
P00-202001	P2-0373	962	38480	233131	140	449	50	74	519	40	2	127213
P00-202001	P2-0531	52	4695	5114	60	51	60	47	100	91	1	127230
P00-202001	P2-0574	385	15006	105064	80	341	38	49	308	39	2	127256
P00-202001	P2-0387	50	5400	5403	60	51	60	51	106	108	1	127221
P00-202001	P2-0281	25	3300	3300	60	47	60	47	70	134	1	127299
P00-202001	P2-0139	169	2880	2925	60	47	60	46	62	17	1	127311
P00-202001	P2-0182	14	375	375	60	54	60	54	7	27	1	127302
P00-202001	P2-0299	144	2017	7089	80	203	30	58	35	14	2	127299
P00-202001	P2-0428	336	7065	7082	60	52	60	52	137	21	1	127167
P00-202001	P2-0233	750	3750	3849	60	49	60	48	78	5	1	127183
P00-202001	P2-0489	1148	5740	52599	75	465	40	51	113	5	2	127272
P00-202001	P2-0149	106	4335	4367	60	47	60	47	92	41	1	127311
P00-202001	P2-0316	133	795	795	60	57	60	57	14	6	1	127175
P00-202001	P2-0235		23351	89543	90	212	40	55	423	0	2	127183
P00-202001	P2-0404	157	12855	12953	60	51	60	51	252	82	1	127167
P00-202001	P2-0565	95	3885	3885	60	47	60	47	83	41	1	127256
P00-202001	P2-0332	106	2235	2291	60	45	60	44	51	21	1	305774
P00-202001	P2-0153	1611	20937	129600	60	282	40	46	460	13	2	127311
P00-202001	P2-0536	94	5100	5104	60	53	60	53	97	54	1	127248
P00-202001	P2-0264	124	17120	307661	152	701	35	39	439	138	2	127183
P00-202001	P2-0173	25	1710	1716	60	48	60	48	36	68	1	127302
P00-202001	P2-0411	108	4980	4999	60	45	60	45	111	46	1	127167
P00-202001	P2-0327	348	3130	3136	60	48	60	47	66	9	1	305774
P00-202001	P2-0269	181	1810	5301	60	95	30	32	56	10	2	127183
P00-202001	P2-0348	173	10695	10716	60	49	60	49	219	62	1	127205
P00-202001	P2-0307	23	960	965	45	42	45	42	23	42	1	127299
P00-202001	P2-0381	104	9345	9357	60	47	60	47	199	90	1	127221
P00-202001	P2-0292	4	90	90	30	30	30	30	3	23	1	127299
P00-202001	P2-0169	90	1530	1530	60	48	60	48	32	17	1	127302
P00-202001	P2-0286	43	645	645	45	40	45	40	16	15	1	127299
P00-202001	P2-0439	60	12045	12080	60	47	60	47	257	200	1	127272
P00-202001	P2-0227	193	5025	5076	60	49	60	49	103	26	1	127191
P00-202001	P2-0347	136	4635	4635	60	50	60	50	93	34	1	127205
P00-202001	P2-0259	917	22937	330773	120	475	28	33	697	25	2	127183
P00-202001	P2-0226	89	5985	6088	60	50	60	49	121	67	1	127191
P00-202001	P2-0134	301	3315	3320	60	49	60	49	68	11	1	127311
P00-202001	P2-0470	118	15870	15925	60	49	60	49	322	134	1	127272
P00-202001	P2-0378	225	9015	9300	60	49	60	47	190	40	1	127221
P00-202001	P2-0358	484	8220	8255	60	46	60	46	178	17	1	127167
P00-202001	P2-0217	111	2775	2812	60	48	60	48	58	25	1	127191
P00-202001	P2-0409	176	12855	12938	60	47	60	47	274	73	1	127167
P00-202001	P2-0251	1583	34815	160639	100	276	49	60	581	22	2	127183
P00-202001	P2-0112	95	2385	2385	60	54	60	54	44	25	1	127329
P00-202001	P2-0581	113	2700	2700	60	47	60	47	58	24	1	127256
P00-202001	P2-0257	92	3409	32530	80	252	20	26	129	37	2	127183
P00-202001	P2-0262	433	7790	108049	140	496	30	36	218	18	2	127183
P00-202001	P2-0452	161	15150	15190	60	50	60	50	304	94	1	127175
P00-202001	P2-0561	1246	3737	15941	60	199	40	47	80	3	2	127256
P00-202001	P2-0532	108	1515	1515	45	43	45	43	35	14	1	127248
P00-202001	P2-0206	185	3510	3613	60	46	60	44	79	19	1	127191
P00-202001	P2-0223	125	6360	6692	60	48	60	46	139	51	1	127191
P00-202001	P2-0603	1121	13447	39799	100	175	45	59	228	12	2	127256
P00-202001	P2-0605	416	2494	31758	120	722	40	57	44	6	2	305804
P00-202001	P2-0350	110	990	990	60	47	60	47	21	9	1	127205
P00-202001	P2-0557	1823	7291	52694	60	340	40	47	155	4	2	127248
P00-202001	P2-0426	1155	1155	1155	60	55	60	55	21	1	1	127167
P00-202001	P2-0215	119	2625	2762	60	46	60	44	60	22	1	127191
P00-202001	P2-0405	157	6600	6602	60	52	60	52	126	42	1	127167
P00-202001	P2-0539	54	4290	4360	60	49	60	48	89	80	1	127248
P00-202001	P2-0390	63	14070	14131	60	50	60	49	285	223	1	127221
P00-202001	P2-0444	107	14370	14469	60	47	60	47	305	134	1	127175
P00-202001	P2-0209	125	7245	7973	60	56	60	51	143	58	1	127191
P00-202001	P2-0369	1143	14854	53434	80	203	40	56	263	13	2	127221
P00-202001	P2-0553	39	3120	3132	60	49	60	49	64	79	1	127248
P00-202001	P2-0121	69	1920	1920	60	52	60	52	37	28	1	127329
P00-202001	P2-0288	58	3480	3480	45	45	45	45	77	60	1	127299
P00-202001	P2-0590	62	7485	7494	60	55	60	55	137	121	1	127256
P00-202001	P2-0594	48	6405	6596	60	48	60	46	138	133	1	127256
P00-202001	P2-0249	399	2790	2837	60	50	60	49	57	7	1	127183
P00-202001	P2-0469	85	4155	4158	60	55	60	55	76	49	1	127175
P00-202001	P2-0344	25	1200	1200	45	44	45	44	27	48	1	127281
P00-202001	P2-0323	127	4185	4217	60	48	60	48	87	33	1	305774
P00-202001	P2-0145	72	7380	7593	60	48	60	47	157	103	1	127311
P00-202001	P2-0543	53	5235	5306	60	48	60	48	110	98	1	127248
P00-202001	P2-0586	492	7380	14950	60	106	30	52	141	15	2	127256
P00-202001	P2-0147	427	10254	60672	68	433	40	73	140	24	2	127311
P00-202001	P2-0234	543	4890	4896	60	50	60	50	98	9	1	127183
P00-202001	P2-0104	356	1425	1425	60	51	60	51	28	4	1	127329
P00-202001	P2-0584	39	660	660	60	44	60	44	15	17	1	127256
P00-202001	P2-0355	145	8850	8869	60	50	60	50	177	61	1	127205
P00-202001	P2-0342	38	2520	2551	60	46	60	45	56	67	1	127281
P00-202001	P2-0367	122	3660	3682	60	47	60	47	78	30	1	127205
P00-202001	P2-0341	34	1260	1335	60	49	60	47	27	37	1	127281
P00-202001	P2-0392	614	9825	73172	90	478	50	64	153	16	2	127221
P00-202001	P2-0150	105	4500	4517	60	46	60	46	98	43	1	127311
P00-202001	P2-0170	141	1410	1410	60	49	60	49	29	10	1	127302
P00-202001	P2-0219	75	225	257	60	64	60	56	4	3	1	127191
P00-202001	P2-0109	81	4275	4298	60	47	60	47	91	53	1	127329
P00-202001	P2-0122	83	5940	5940	60	49	60	49	122	72	1	127329
P00-202001	P2-0527	43	1620	1662	60	47	60	46	35	38	1	127272
P00-202001	P2-0534	188	1500	1500	60	52	60	52	29	8	1	127248
P00-202001	P2-0456	99	11700	11836	60	52	60	52	226	118	1	127175
P00-202001	P2-0212	128	3195	3252	60	46	60	46	70	25	1	127191
P00-202001	P2-0407	145	7530	7530	60	51	60	51	147	52	1	127167
P00-202001	P2-0127	86	2910	2931	60	51	60	50	58	34	1	127329
P00-202001	P2-0540	55	2655	2717	60	49	60	48	55	48	1	127248
P00-202001	P2-0430	297	8910	8949	60	49	60	48	184	30	1	127167
P00-202001	P2-0466	47	6795	6799	60	47	60	47	146	146	1	127272
P00-202001	P2-0472	134	1470	1470	60	70	60	70	21	11	1	127272
P00-202001	P2-0113	174	7290	7290	60	51	60	51	143	42	1	127329
P00-202001	P2-0300	257	2059	8020	90	223	30	57	36	8	2	127299
P00-202001	P2-0106	501	2505	2505	60	52	60	52	48	5	1	127329
P00-202001	P2-0230	84	1170	1170	60	53	60	53	22	14	1	127183
P00-202001	P2-0377	103	4305	4499	45	44	45	42	102	42	1	127221
P00-202001	P2-0424	500	12000	12042	60	51	60	51	234	24	1	127167
P00-202001	P2-0118	48	4455	4465	60	49	60	48	92	92	1	127329
P00-202001	P2-0119	42	3075	3093	60	46	60	46	67	74	1	127329
P00-202001	P2-0284	191	2296	15523	60	246	30	36	63	12	2	127299
P00-202001	P2-0429	567	3399	24955	90	409	40	56	61	6	2	127167
P00-202001	P2-0107	228	4095	4119	60	48	60	48	86	18	1	127329
P00-202001	P2-0252	86	4740	4745	60	47	60	46	102	55	1	127183
P00-202001	P2-0399	92	4605	4664	60	48	60	47	97	50	1	127221
P00-202001	P2-0297	61	1041	3553	60	87	27	25	41	17	2	127299
P00-202001	P2-0556	73	7545	7572	60	45	60	45	167	103	1	127248
P00-202001	P2-0408	433	5625	5743	60	48	60	47	120	13	1	127167
P00-202001	P2-0360	204	6735	6887	60	49	60	48	140	33	1	127205
P00-202001	P2-0335	74	1185	1185	60	46	60	46	26	16	1	127175
P00-202001	P2-0555	173	2940	2949	60	52	60	52	57	17	1	127248
P00-202001	P2-0431	182	6000	6008	60	51	60	51	117	33	1	127167
P00-202001	P2-0412	185	11295	11536	60	51	60	50	228	61	1	127167
P00-202001	P2-0508	88	6015	6104	60	51	60	51	119	68	1	127272
P00-202001	P2-0562	407	6100	38925	63	311	40	49	125	15	2	127256
P00-202001	P2-0117	45	2055	2055	60	49	60	49	42	46	1	127329
P00-202001	P2-0601	18	1065	1065	45	44	45	44	24	60	1	127256
P00-202001	P2-0547	75	3225	3230	45	44	45	44	73	43	1	127248
P00-202001	P2-0238	274	7125	7234	60	49	60	48	147	26	1	127183
P00-202001	P2-0568	71	2970	2970	45	44	45	44	67	42	1	127256
P00-202001	P2-0211	58	3435	3458	57	45	53	45	76	59	1	127191
P00-202001	P2-0141	70	5010	5023	60	49	60	49	102	72	1	127311
P00-202001	P2-0337	33	1545	1568	60	51	60	50	31	47	1	127281
P00-202001	P2-0572	102	2970	2970	60	49	60	49	61	29	1	127256
P00-202001	P2-0372	157	2508	6467	87	120	41	46	54	16	2	127221
P00-202001	P2-0580	83	3720	3720	60	47	60	47	79	45	1	127256
P00-202001	P2-0576	173	1725	1725	45	42	45	42	41	10	1	127256
P00-202001	P2-0138	119	4875	4878	60	48	60	48	101	41	1	127311
P00-202001	P2-0514	45	2790	2816	60	47	60	46	60	62	1	127272
P00-202001	P2-0363	102	1425	1473	45	43	45	42	34	14	1	127205
P00-202001	P2-0473	97	10245	10250	60	51	60	51	201	106	1	127175
P00-202001	P2-0419	1050	5250	5318	60	48	60	47	111	5	1	127167
P00-202001	P2-0380	290	1740	1740	60	46	60	46	38	6	1	127213
P00-202001	P2-0280	35	2025	2085	60	47	60	46	44	58	1	127299
P00-202001	P2-0433	61	2430	2441	45	44	45	44	55	40	1	127167
P00-202001	P2-0446	149	2085	2086	38	40	38	40	52	14	1	127175
P00-202001	P2-0129	86	3015	3015	60	52	60	52	58	35	1	127329
P00-202001	P2-0343	35	1815	1826	60	49	60	49	37	52	1	127281
P00-202001	P2-0152	37	2385	2385	60	47	60	47	51	65	1	127311
P00-202001	P2-0616	64	3840	3929	60	47	60	46	83	60	1	127256
P00-202001	P2-0463	134	2940	2940	60	45	60	45	65	22	1	127175
P00-202001	P2-0389	100	2610	2678	60	53	60	51	51	26	1	127221
P00-202001	P2-0582	41	3330	3330	60	48	60	48	70	81	1	127256
P00-202001	P2-0515	64	3090	3126	60	55	60	54	57	48	1	127272
P00-202001	P2-0509	169	5070	5191	60	50	60	49	103	30	1	127272
P00-202001	P2-0324	299	3285	3487	60	56	60	53	62	11	1	305774
P00-202001	P2-0216	229	1830	1830	45	43	45	43	43	8	1	127191
P00-202001	P2-0168	68	1095	1095	60	44	60	44	25	16	1	127302
P00-202001	P2-0296	26	105	105	30	35	30	35	3	4	1	127299
P00-202001	P2-0395	82	5220	5224	60	46	60	46	113	64	1	127221
P00-202001	P2-0491	80	1035	1035	60	49	60	49	21	13	1	127272
P00-202001	P2-0554	73	1830	1833	60	45	60	45	41	25	1	127248
P00-202001	P2-0174	27	600	600	45	40	45	40	15	22	1	127302
P00-202001	P2-0575	34	720	720	45	42	45	42	17	21	1	127256
P00-202001	P2-0108	63	1200	1204	60	48	60	48	25	19	1	127329
P00-202001	P2-0526	38	345	345	60	58	60	58	6	9	1	127272
P00-202001	P2-0571	39	1275	1333	60	49	60	47	27	33	1	127256
P00-202001	P2-0105	173	690	785	60	60	60	53	13	4	1	127329
P00-202001	P2-0545	58	2310	2310	60	48	60	48	48	40	1	127248
P00-202001	P2-0110		435	435	60	54	60	54	8			
P00-202001	P2-0496	51	1575	1575	53	46	53	46	34	31	1	127272
P00-202001	P2-0155	95	1230	1283	54	44	45	42	29	13	1	127311
P00-202001	P2-0364	90	1530	1569	51	48	45	46	33	17	1	127205
P00-202001	P2-0544	103	1950	1962	60	49	60	49	40	19	1	127248
P00-202001	P2-0137	78	1875	1943	60	49	60	47	40	24	1	127311
P00-202001	P2-0151	115	345	345	60	49	60	49	7	3	1	127311
P00-202001	P2-0542	31	1425	1425	60	46	60	46	31	46	1	127248
P00-202001	P2-0305	36	1650	1655	30	40	30	40	41	46	1	127299
P00-202001	P2-0293	61	1900	9691	60	303	40	59	32	31	2	127299
P00-202001	P2-0291	32	255	255	30	32	30	32	8	8	1	127299
P00-202001	P2-0362	61	1410	1410	60	47	60	47	30	23	1	127205
P00-202001	P2-0289	27	615	615	60	47	60	47	13	23	1	127299
P00-202001	P2-0261	79	471	8280	1044	828	60	47	10	6	2	127183
P00-202001	P2-0260	100	901	17283	120	467	20	24	37	9	2	127183
P00-202001	P2-0573	38	675	675	60	52	60	52	13	18	1	127256
P00-202001	P2-0172	75	225	225	60	45	60	45	5	3	1	127302
P00-202001	P2-0287	38	375	375	60	47	60	47	8	10	1	127299
P00-202001	P2-0156	170	2040	2040	60	49	60	49	42	12	1	127311
P00-202001	P2-0157	84	1605	1659	55	44	45	42	38	19	1	127311
P00-202001	P2-0500	63	1125	1125	60	54	60	54	21	18	1	127272
P00-202001	P2-0224	43	510	526	60	53	60	51	10	12	1	127191
P00-202001	P2-0528	6	45	45	45	45	45	45	1	8	1	127272
P00-202001	P2-0179	103	615	615	60	56	60	56	11	6	1	127302
P00-202001	P2-0510	65	840	872	60	58	60	56	15	13	1	127272
P00-202001	P2-0178	30	420	420	60	52	60	52	8	14	1	127302
P00-202001	P2-0333	126	885	891	60	50	60	49	18	7	1	305774
P00-202001	P2-0256	51	255	255	30	36	30	36	7	5	1	127183
P00-202001	P2-0597	37	960	960	38	40	38	40	24	26	1	127256
P00-202001	P2-0273	69	823	2373	67	113	30	39	21	12	2	127183
P00-202001	P2-0222	213	1065	1106	60	48	60	46	23	5	1	127191
P00-202001	P2-0606	28	255	256	30	32	30	32	8	9	1	127574
P00-202001	P2-0254	42	210	210	60	53	60	53	4	5	1	127183
P00-202001	P2-0294	8	105	105	53	53	53	53	2	14	1	127299
P00-202001	P2-0613		120	120	60	60	60	60	2			
P00-202001	P3-0484	1649	64319	364942	100	350	44	62	1044	39	2	127493
P00-202001	P3-0212	1144	62903	292051	57	220	35	47	1328	55	2	127418
P00-202001	P3-0168	974	38001	180159	72	251	40	53	718	39	2	127396
P00-202001	P3-0370	1836	44067	222156	90	287	40	57	774	24	2	127558
P00-202001	P3-0129	104	6840	11527	60	130	60	77	89	66	1	127388
P00-202001	P3-0305	3816	49608	377277	90	324	29	43	1165	13	2	127337
P00-202001	P3-0149	1513	21186	113604	76	368	48	69	309	14	2	127388
P00-202001	P3-0241	1297	54486	339599	80	337	35	54	1008	42	2	127400
P00-202001	P3-0633	220	5504	75691	90	438	20	32	173	25	2	127353
P00-202001	P3-0307	56	3033	47686	90	492	20	31	97	54	2	127337
P00-202001	P3-0667	58	1554	30559	544	611	22	31	50	27	2	127469
P00-202001	P3-0145	2362	33074	159891	75	291	45	60	550	14	2	127388
P00-202001	P3-0120	1600	27207	160650	78	385	45	65	417	17	2	127582
P00-202001	P3-0286	1230	39359	603559	160	674	30	44	896	32	2	127345
P00-202001	P3-0155	956	53547	379451	100	407	45	57	932	56	2	127388
P00-202001	P3-0203	1557	130805	486637	75	247	50	66	1971	84	2	127370
P00-202001	P3-0601	807	17763	150613	75	281	20	33	536	22	2	127353
P00-202001	P3-0419	1196	28714	154300	90	292	40	54	528	24	2	127540
P00-202001	P3-0550	2191	76670	341632	60	220	40	49	1555	35	2	127493
P00-202001	P3-0462	70	7117	23167	60	209	60	64	111	102	1	127531
P00-202001	P3-0109	1693	96502	500485	67	288	40	56	1737	57	2	127388
P00-202001	P3-0393	1459	13127	73210	80	277	35	50	264	9	2	127531
P00-202001	P3-0252	740	54768	422407	90	308	22	40	1373	74	2	127426
P00-202001	P3-0375	1377	56463	305887	95	311	45	57	984	41	2	127566
P00-202001	P3-0238	48	3195	6875	60	149	60	69	46	67	1	127418
P00-202001	P3-0474	1304	48257	243463	90	301	40	60	808	37	2	127531
P00-202001	P3-0169	910	71013	333417	71	251	40	53	1331	78	2	127396
P00-202001	P3-0570	3495	55918	493559	112	257	25	29	1923	16	2	127507
P00-202001	P3-0530	1567	61112	286318	100	300	50	64	953	39	2	127515
P00-202001	P3-0349	2761	149110	579227	98	231	45	60	2504	54	2	127574
P00-202001	P3-0495	251	6025	20210	60	208	40	62	97	24	2	127523
P00-202001	P3-0537	1478	66525	244648	68	192	40	52	1277	45	2	127515
P00-202001	P3-0656	12	840	2796	30	104	20	31	27	71	1	127469
P00-202001	P3-0136	2127	76575	388612	75	303	45	60	1284	36	2	127396
P00-202001	P3-0571	1914	61242	457735	120	238	26	32	1920	32	2	127507
P00-202001	P3-0538	965	38605	189231	75	249	40	51	761	40	2	127515
P00-202001	P3-0628	591	18317	209163	108	337	20	30	620	31	2	127442
P00-202001	P3-0496	1205	40960	220983	73	279	40	52	791	34	2	127523
P00-202001	P3-0503	1885	22623	118271	60	262	40	50	451	12	2	127523
P00-202001	P3-0671	165	26599	287655	80	281	20	26	1024	161	2	127493
P00-202001	P3-0612	103	16722	201901	92	324	22	27	624	163	2	127434
P00-202001	P3-0432	1194	96730	468335	63	243	40	50	1925	81	2	127523
P00-202001	P3-0115	457	8691	49560	113	302	40	53	164	19	2	127582
P00-202001	P3-0111	481	14423	49265	90	208	40	61	237	30	2	127582
P00-202001	P3-0549	1319	83080	327172	75	222	45	56	1474	63	2	127493
P00-202001	P3-0616	34	2180	57082	748	1119	22	43	51	65	2	127442
P00-202001	P3-0429	1039	30134	133441	75	234	40	53	570	29	2	127540
P00-202001	P3-0637	301	11728	164636	120	519	24	37	317	39	2	127451
P00-202001	P3-0105	633	93025	574964	100	346	45	56	1663	147	2	127582
P00-202001	P3-0659	626	5009	54372	112	457	25	42	119	8	2	127469
P00-202001	P3-0325	1349	286058	976003	60	142	30	42	6884	212	2	127370
P00-202001	P3-0639	52	1146	23266	438	541	15	27	43	22	2	127451
P00-202001	P3-0260	1337	9362	98139	96	347	23	33	283	7	2	127426
P00-202001	P3-0399	1271	125787	782416	100	417	45	67	1877	99	2	127558
P00-202001	P3-0353	1224	29369	184047	70	260	30	41	709	24	2	127574
P00-202001	P3-0395	2927	35118	205562	90	300	40	51	685	12	2	127558
P00-202001	P3-0673	259	8793	43401	75	276	40	56	157	34	2	127540
P00-202001	P3-0102	98	15931	58452	60	251	60	68	233	163	1	127582
P00-202001	P3-0381	46	7680	31821	60	272	60	66	117	168	1	127558
P00-202001	P3-0345	1605	30491	166637	95	303	40	55	550	19	2	127566
P00-202001	P3-0618	233	7689	113366	120	609	28	41	186	33	2	127442
P00-202001	P3-0548	580	15648	79643	75	282	40	55	282	27	2	127515
P00-202001			1759560	10236321	75	308	44	53	39057			
P00-202001	P3-0262	9	390	585	53	59	35	39	10	43	1	127426
P00-202001	P3-0670	55	1263	22334	260	827	40	47	27	23	2	315761
P00-202001	P3-0545	75	5115	5890	60	76	60	66	78	68	1	127515
P00-202001	P3-0357	292	18113	102921	90	273	40	48	377	62	2	127574
P00-202001	P3-0451	187	6540	18456	60	163	60	58	113	35	1	127540
P00-202001	P3-0249	1206	18091	144615	90	344	30	43	421	15	2	127426
P00-202001	P3-0519	75	3960	7588	60	117	60	61	65	53	1	127515
P00-202001	P3-0540	214	8755	29938	75	162	40	47	185	41	2	127515
P00-202001	P3-0231	166	5296	37357	75	343	30	49	109	32	2	127418
P00-202001	P3-0641	469	16411	229717	100	425	20	30	540	35	2	127451
P00-202001	P3-0499	944	42497	184956	75	252	45	58	735	45	2	127523
P00-202001	P3-0674	1315	21037	267887	120	481	25	38	557	16	2	127345
P00-202001	P3-0119	125	1125	7104	60	338	60	54	21	9	1	127582
P00-202001	P3-0575	1082	34638	211844	108	186	25	30	1140	32	2	127507
P00-202001	P3-0211	48	856	4689	60	188	40	34	25	18	2	127418
P00-202001	P3-0410	1401	23811	87641	75	198	45	54	443	17	2	127558
P00-202001	P3-0553	82	6222	23773	45	193	45	51	123	76	1	127507
P00-202001	P3-0167	66	795	9133	60	652	60	57	14	12	1	127396
P00-202001	P3-0444	834	57577	294572	78	244	35	48	1207	69	2	127531
P00-202001	P3-0279	30	2570	3866	60	69	40	46	56	86	1	127353
P00-202001	P3-0232	235	12711	93194	100	400	38	55	233	54	2	127418
P00-202001	P3-0614	156	7351	92265	124	504	25	40	183	47	2	127426
P00-202001	P3-0500	123	17729	36087	60	136	60	67	265	144	1	127523
P00-202001	P3-0621	15	492	5752	68	479	35	41	12	32	1	127442
P00-202001	P3-0335	1112	16674	76224	75	215	36	47	354	15	2	127370
P00-202001	P3-0126	248	1736	4976	75	293	75	102	17	7	1	127396
P00-202001	P3-0507	102	2655	19773	60	319	40	43	62	26	2	127523
P00-202001	P3-0235	33	2571	9876	60	219	60	57	45	77	1	127418
P00-202001	P3-0557	87	9270	30328	60	125	30	38	243	106	1	127507
P00-202001	P3-0390	1461	29227	131910	75	282	42	62	468	20	2	127566
P00-202001	P3-0389	87	1560	1608	45	60	45	58	27	18	1	127566
P00-202001	P3-0275	413	17360	113517	81	251	23	38	453	42	2	127345
P00-202001	P3-0441	904	32554	141863	60	212	40	49	670	36	2	127531
P00-202001	P3-0179	1701	11905	54628	75	243	43	53	225	7	2	127396
P00-202001	P3-0646	103	1344	19647	80	345	19	24	57	13	2	127451
P00-202001	P3-0310	57	2967	21673	60	217	20	30	100	52	2	127337
P00-202001	P3-0567	107	6712	20460	60	114	30	37	179	63	1	127507
P00-202001	P3-0650	326	10427	113771	120	383	21	35	297	32	2	127353
P00-202001	P3-0365	60	2985	2985	60	64	60	64	47	50	1	127566
P00-202001	P3-0333	332	4315	17200	90	191	42	48	90	13	2	127370
P00-202001	P3-0364	51	3212	10628	45	201	45	61	53	63	1	127566
P00-202001	P3-0439	211	9278	41570	60	203	30	45	205	44	2	127531
P00-202001	P3-0624	169	3723	132805	124	935	20	26	142	22	2	127442
P00-202001	P3-0190	1336	69491	289461	71	247	40	59	1171	52	2	127418
P00-202001	P3-0288	45	2551	18283	165	416	40	58	44	57	2	127345
P00-202001	P3-0430	71	17587	37955	60	154	60	71	247	246	1	127540
P00-202001	P3-0435	104	11410	50956	60	303	60	68	168	110	1	127540
P00-202001	P3-0250	1075	40845	431698	135	473	30	45	912	38	2	127426
P00-202001	P3-0219	59	3242	15462	60	281	52	59	55	55	1	127418
P00-202001	P3-0423	126	5929	19875	60	211	60	63	94	47	1	127540
P00-202001	P3-0446	84	4692	12379	60	157	60	59	79	56	1	127540
P00-202001	P3-0218	86	1545	7671	90	404	60	81	19	18	1	127400
P00-202001	P3-0533	88	14568	32181	60	134	60	60	241	165	1	127515
P00-202001	P3-0160	261	2350	9570	60	168	40	41	57	9	2	127396
P00-202001	P3-0300	27	6837	27482	60	186	40	46	148	258	1	127337
P00-202001	P3-0304	126	7426	44714	90	244	25	41	183	59	2	127337
P00-202001	P3-0312	30	3060	18573	60	310	40	51	60	102	1	127337
P00-202001	P3-0350	992	43648	151794	90	211	45	61	721	44	2	127574
P00-202001	P3-0434	238	6650	19915	60	154	40	52	129	28	2	127540
P00-202001	P3-0285	18	410	629	113	105	75	68	6	23	1	127353
P00-202001	P3-0163	167	1166	9325	60	311	40	39	30	7	2	127396
P00-202001	P3-0643	71	1425	22481	318	703	30	45	32	20	2	127451
P00-202001	P3-0652	134	6707	85802	90	339	20	27	253	50	2	127469
P00-202001	P3-0658	28	560	1381	60	126	40	51	11	20	1	127469
P00-202001	P3-0603	1564	25019	156764	60	151	20	24	1040	16	2	127426
P00-202001	P3-0137	99	5269	21744	60	244	45	59	89	53	1	127388
P00-202001	P3-0427	184	5710	29855	60	302	60	58	99	31	1	127540
P00-202001	P3-0479	51	10677	21720	60	133	45	66	163	210	1	127531
P00-202001	P3-0552	58	4543	9245	60	128	60	63	72	79	1	127507
P00-202001	P3-0511	127	11298	33701	60	197	60	66	171	89	1	127515
P00-202001	P3-0526	99	7554	23355	60	209	60	67	112	76	1	127515
P00-202001	P3-0101	109	4470	7208	60	118	60	73	61	41	1	127582
P00-202001	P3-0649	137	410	1471	45	123	25	34	12	3	1	127451
P00-202001	P3-0298	62	13276	53234	83	249	40	62	214	213	1	127337
P00-202001	P3-0369	127	9158	42066	60	348	60	76	121	72	1	127566
P00-202001	P3-0227	36	1512	5544	56	185	45	50	30	42	1	127418
P00-202001	P3-0627	26	2100	5573	60	116	40	44	48	80	1	127442
P00-202001	P3-0509	577	23072	96763	60	214	40	51	452	40	2	127523
P00-202001	P3-0467	42	6746	15323	60	156	45	69	98	161	1	127531
P00-202001	P3-0425	294	2055	11629	45	298	45	53	39	7	1	127540
P00-202001	P3-0606	466	7916	93631	63	219	15	18	428	17	2	127442
P00-202001	P3-0185	71	4470	13349	60	193	45	65	69	63	1	127396
P00-202001	P3-0144	1014	14198	35852	75	199	48	79	180	14	2	127388
P00-202001	P3-0239	36	2955	2973	30	49	30	48	61	83	1	127370
P00-202001	P3-0196	51	4477	10987	45	128	45	52	86	87	1	127418
P00-202001	P3-0442	54	5105	12743	60	168	60	67	76	94	1	127531
P00-202001	P3-0626	4	310	465	30	29	20	19	16	73	1	127442
P00-202001	P3-0256	9	870	2991	60	157	40	46	19	93	1	127426
